,text,answer_start,q_idx
46105,조각내기,52,6541260-0-0
46106,장 폴 사르트르,189,6541260-0-1
46107,조각내기,52,6458873-0-0
46108,보안요원,539,6458873-0-1
46109,장 폴 사르트르,189,6458873-0-2
46110,1966년,6,6541220-1-0
46111,2000년,139,6541220-1-1
46112,인디카 갤러리,23,6541260-1-0
46113,천정에 달린 그림,229,6541260-1-1
46114,5 실링,694,6541260-1-2
46115,인디카 갤러리,23,6458873-1-0
46116,Breathe,116,6458873-1-1
46117,천정에 달린 그림,229,6458873-1-2
46118,1969년,133,6541220-2-0
46119,중국인,235,6541220-2-1
46120,1969년,133,6541260-2-0
46121,메이 팡,243,6541260-2-1
46122,백업,94,6458873-2-0
46123,1969년 3월,133,6458873-2-1
46124,메이 팡,243,6458873-2-2
46125,33세,44,6576646-0-0
46126,자폐성 장애,249,6576646-0-1
46127,2016년,318,6576646-0-2
46128,1996년 1월 6일,0,6576721-0-0
46129,33세,44,6576721-0-1
46130,김서연,232,6576721-0-2
46131,서해순,108,6490273-0-0
46132,자폐성 장애,249,6490273-0-1
46133,사리,69,6490273-0-2
46134,부인,0,6576646-1-0
46135,음악 동호회 활동,276,6576646-1-1
46136,부인,0,6576721-1-0
46137,음악 동호회,276,6576721-1-1
46138,3가지,2,6576646-2-0
46139,서해순,444,6576646-2-1
46140,전깃줄,95,6576721-2-0
46141,우울증,454,6576721-2-1
46142,계단,185,6576721-2-2
46143,페이스북,13,6548228-0-0
46144,2013년,32,6548228-0-1
46145,페이스북,13,5852518-0-0
46146,모바일 광고에서,511,5852518-0-1
46147,페이스북,13,6548196-0-0
46148,3분의 1,504,6548196-0-1
46149,메시지 서비스,101,6548196-0-2
46150,2008년,23,6546314-0-0
46151,로스앤젤레스,151,6546314-0-1
46152,래러비 스튜디오,170,6546314-0-2
46153,로스앤젤레스,151,6042596-0-0
46154,2008년,23,6042596-0-1
46155,2008년,23,6491628-0-0
46156,애틀랜타,65,6491628-0-1
46157,래러비 스튜디오,170,6491628-0-2
46158,데이브 펜사도와 그의 동료 허브 트래윅,48,6546314-1-0
46159,사이드브레인,499,6546314-1-1
46160,내슈빌,663,6546314-1-2
46161,사이드브레인,499,6042596-1-0
46162,허브 트래윅,63,6042596-1-1
46163,로스앤젤레스,14,6491628-1-0
46164,2013년,0,6491628-1-1
46165,인터넷,76,6546314-2-0
46166,찰리 로즈,215,6546314-2-1
46167,215개,387,6546314-2-2
46168,펜사도 플레이스,40,6042596-2-0
46169,오디오의 찰리 로즈,210,6042596-2-1
46170,펜사도 플레이스,40,6491628-2-0
46171,오디오의 찰리 로즈,210,6491628-2-1
46172,아리엘 코바즈,173,6546314-3-0
46173,브라이언 말루프,437,6546314-3-1
46174,펜사디아,523,6546314-3-2
46175,아리엘 코바즈,173,6042596-3-0
46176,브라이언 말루프,437,6042596-3-1
46177,아리엘 코바즈,173,6491628-3-0
46178,브라이언 말루프,437,6491628-3-1
46179,강의,30,6546314-4-0
46180,120개,296,6546314-4-1
46181,드럼 루프 생성 방법,323,6546314-4-2
46182,드럼 루프 생성 방법,323,6042596-4-0
46183,120개,296,6042596-4-1
46184,인투더러,24,6491628-4-0
46185,드럼 루프 생성 방법,323,6491628-4-1
46186,요시쓰구,319,6520912-0-0
46187,교토 경비역,345,6520912-0-1
46188,요시쓰구,12,6604513-0-0
46189,1394년,55,6604513-0-1
46190,요시쓰구,12,6657255-0-0
46191,9살,70,6657255-0-1
46192,편애,358,6657255-0-2
46193,명일무역(감합무역),453,6520912-1-0
46194,산조보몬 저택(교토 시 나카교 구),90,6520912-1-1
46195,1408년,0,6604513-1-0
46196,아시카가 요시아키라,74,6604513-1-1
46197,무로마치도노,33,6657255-1-0
46198,명일무역,453,6657255-1-1
46199,고야 산,249,6520912-2-0
46200,1418년,364,6520912-2-1
46201,고카메야마,30,6604513-2-0
46202,1416년,276,6604513-2-1
46203,1412년,103,6657255-2-0
46204,우에스기 젠슈의 난,301,6657255-2-1
46205,요시카즈,115,6520912-3-0
46206,도지인,79,6520912-3-1
46207,1423년,21,6604513-3-0
46208,할복,319,6604513-3-1
46209,아카마쓰,174,6657255-3-0
46210,교토,252,6657255-3-1
46211,1428년,0,6520912-4-0
46212,제비뽑기,129,6520912-4-1
46213,마데노코지 도키후사,365,6604513-4-0
46214,제비뽑기,129,6604513-4-1
46215,욕실에서 입은 상처,19,6657255-4-0
46216,제비뽑기,129,6657255-4-1
46217,구원파,405,6477085-0-0
46218,탁명환,145,6477085-0-1
46219,탁명환,145,5972110-0-0
46220,추적 60분,386,5972110-0-1
46221,박옥수,495,5972110-0-2
46222,침례교,56,6476998-0-0
46223,탁명환,145,6476998-0-1
46224,워너크라이,0,6526526-0-0
46225,28개,237,6526526-0-1
46226,MS17-010,347,6526526-0-2
46227,비트코인,286,6588802-0-0
46228,MS17-010 취약점의 패치,347,6588802-0-1
46229,서버 메시지 블록(SMB),81,6320266-0-0
46230,비트코인,286,6320266-0-1
46231,테리사 메이,0,6526526-1-0
46232,앰버 러드,288,6526526-1-1
46233,국가건강서비스,144,6526526-1-2
46234,국가건강서비스,144,6588802-1-0
46235,앰버 러드 내무장관,288,6588802-1-1
46236,요한 13세,27,6476444-0-0
46237,요한 크레센티우스,376,6476444-0-1
46238,오토 1세,584,6476444-0-2
46239,965년 12월 16일,14,6476458-0-0
46240,로프레드의 성,110,6476458-0-1
46241,산탄젤로 성의 감옥,43,5968619-0-0
46242,오토 1세,139,5968619-0-1
46243,966년 11월 14일,491,5968619-0-2
46244,니케포루스 2세,319,6476444-1-0
46245,967년,3,6476444-1-1
46246,레오 포카스,576,6476458-1-0
46247,967년 예수 성탄 대축일,3,6476458-1-1
46248,967년 예수 성탄 대축일,3,5968619-1-0
46249,롱고바르디아 테마와 칼라브리아 테마,431,5968619-1-1
46250,라틴어,119,6476444-2-0
46251,베네벤툼,332,6476444-2-1
46252,969년,317,6476458-2-0
46253,이탈리아 남부,55,6476458-2-1
46254,라틴어,119,5968619-2-0
46255,베네벤툼 교구,332,5968619-2-1
46256,폴리에욱투스,176,5968619-2-2
46257,트리어,16,6476444-3-0
46258,아르도인,291,6476444-3-1
46259,아달베론,360,6476444-3-2
46260,971년 11월,344,6476458-3-0
46261,970년 9월 29일,123,6476458-3-1
46262,메츠의 성 빈첸시오 수도원,135,5968619-3-0
46263,971년 11월,344,5968619-3-1
46264,1944년,55,6564692-0-0
46265,1949년,348,6564692-0-1
46266,살인,41,6564768-0-0
46267,클루,69,6564768-0-1
46268,클루도,212,6564768-0-2
46269,10명,77,6564692-1-0
46270,9개,418,6564692-1-1
46271,10명,77,6564768-1-0
46272,11개,360,6564768-1-1
46273,3장,36,6564692-2-0
46274,한번,101,6564692-2-1
46275,고발,84,6564768-2-0
46276,3장,263,6564768-2-1
46277,2000년,41,6457685-0-0
46278,100배,312,6457685-0-1
46279,2000년,41,6521255-0-0
46280,6억 원,381,6521255-0-1
46281,2000년,41,6538747-0-0
46282,100배 이상,312,6538747-0-1
46283,연간 6억 원,378,6538747-0-2
46284,최영함,64,6520265-0-0
46285,위협사격,165,6520265-0-1
46286,2011년 1월 18일,10,6520267-0-0
46287,삼호 주얼리호,213,6520267-0-1
46288,최영함,64,6520277-0-0
46289,링크스 헬기,153,6520277-0-1
46290,삼호 주얼리호,213,6520277-0-2
46291,물대포,187,6520265-1-0
46292,삼성중공업,211,6520265-1-1
46293,물대포,187,6520267-1-0
46294,해적퇴치 통합시스템,239,6520267-1-1
46295,해적퇴치 통합시스템,239,6520277-1-0
46296,물대포,341,6520277-1-1
46297,군사기밀을 과도하게 공개,43,6520265-2-0
46298,국군 기무사령부,509,6520265-2-1
46299,국군 기무사령부,509,6520267-2-0
46300,한겨레,540,6520267-2-1
46301,부산일보,104,6520265-3-0
46302,기자단,450,6520265-3-1
46303,등록 취소 결정,182,6520267-3-0
46304,2개월 등록정지,826,6520267-3-1
46305,엠바고,57,6520277-3-0
46306,부산일보,104,6520277-3-1
46307,작전 성공을 홍보하는 과정,327,6520265-4-0
46308,대한민국 UDT 대원,8,6520265-4-1
46309,한나라당,50,6520267-4-0
46310,민주당,370,6520267-4-1
46311,석해균,0,6520277-4-0
46312,민주당,370,6520277-4-1
46313,200편,121,6464035-0-0
46314,무디즈연말대감사제,218,6464035-0-1
46315,2005년,61,6464035-0-2
46316,2005년,61,6520628-0-0
46317,최우수여배우상,231,6520628-0-1
46318,20편,301,6520628-0-2
46319,아사미 유마,0,6547328-0-0
46320,아사미 유마,0,6547328-0-1
46321,복통,9,6464035-1-0
46322,자서전,231,6464035-1-1
46323,자선공연,385,6464035-1-2
46324,항암치료,140,6520628-1-0
46325,Re Start ~언제라도 자신을 믿어,236,6520628-1-1
46326,암,407,6520628-1-2
46327,난소암,25,6547328-1-0
46328,Re Start ~언제라도 자신을 믿어~,236,6547328-1-1
46329,필리핀 펍,91,6464035-2-0
46330,오디션,332,6464035-2-1
46331,가정집,114,6464035-2-2
46332,필리핀 펍,91,6520628-2-0
46333,최초,171,6520628-2-1
46334,모닝구 무스메,323,6520628-2-2
46335,필리핀 펍,91,6547328-2-0
46336,모닝구 무스메,323,6547328-2-1
46337,류머티스 관절염,35,6464035-3-0
46338,18살,136,6464035-3-1
46339,2005년,143,6464035-3-2
46340,18살,136,6520628-3-0
46341,2005년,143,6520628-3-1
46342,사카모토 유지,305,6520628-3-2
46343,AV,119,6547328-3-0
46344,앨리스 JAPAN,292,6547328-3-1
46345,나가이 가후,0,6464035-4-0
46346,AV 여배우,84,6464035-4-1
46347,핑크 영화,184,6464035-4-2
46348,나가이 가후,0,6520628-4-0
46349,아이조메 쿄코,93,6520628-4-1
46350,2013년,378,6520628-4-2
46351,신샤쿠: 요조한 후스마노 우라바리,52,6547328-4-0
46352,감각의 제국 파이널,219,6547328-4-1
46353,정장제,40,6464035-5-0
46354,난소암,196,6464035-5-1
46355,2013년,64,6464035-5-2
46356,자궁내막증,162,6520628-5-0
46357,마스캇츠,258,6520628-5-1
46358,2013년,64,6547328-5-0
46359,2013년,64,6547328-5-1
46360,아키하바라,214,6464035-6-0
46361,기타,331,6464035-6-1
46362,작곡,381,6464035-6-2
46363,Re Start ~내일로~,185,6520628-6-0
46364,아키하바라,214,6520628-6-1
46365,두 번째,176,6547328-6-0
46366,2014년,0,6547328-6-1
46367,이지마 아이,31,6464035-7-0
46368,소속사,275,6464035-7-1
46369,와타나베 엔터테인먼트,335,6464035-7-2
46370,소속사,256,6520628-7-0
46371,와타나베 엔터테인먼트,335,6520628-7-1
46372,AV 여배우,280,6520628-7-2
46373,이지마 아이,31,6547328-7-0
46374,와타나베 엔터테인먼트,335,6547328-7-1
46375,2006년,24,6464035-8-0
46376,30주년,350,6464035-8-1
46377,2위,411,6464035-8-2
46378,최다출연상,168,6520628-8-0
46379,AV 그랑프리,244,6520628-8-1
46380,베스트액트리스상,480,6520628-8-2
46381,무디즈연말대감사제,32,6547328-8-0
46382,두배로 아슬아슬 모자이크: Rio와 유마,214,6547328-8-1
46383,오타 구,137,6511890-0-0
46384,기요세 시,152,6511890-0-1
46385,야마구치 모모에,410,6511890-0-2
46386,나카모리 아키나,0,6533918-0-0
46387,슬로우 모션,217,6533918-0-1
46388,야마구치 모모에,378,6533918-0-2
46389,FAITH,76,6546040-0-0
46390,도쿄도 오타 구,133,6546040-0-1
46391,1981년,178,6546040-0-2
46392,미 아모레,90,6511890-1-0
46393,3년,207,6511890-1-1
46394,1989년,320,6511890-1-2
46395,"장식이 아니야, 눈물은",21,6533918-1-0
46396,콘도 마사히코,334,6533918-1-1
46397,가희,445,6533918-1-2
46398,1984년,0,6546040-1-0
46399,1989년,320,6546040-1-1
46400,후지 테레비,497,6546040-1-2
46401,셋째 딸,58,6511890-2-0
46402,두 명,83,6511890-2-1
46403,정육점,181,6511890-2-2
46404,7월 13일,6,6533918-2-0
46405,정육점,181,6533918-2-1
46406,카펜터스,328,6533918-2-2
46407,오타 구,18,6546040-2-0
46408,1965년,0,6546040-2-1
46409,두 명,83,6546040-2-2
46410,13살,0,6511890-3-0
46411,392점,399,6511890-3-1
46412,푸른 산호초,185,6511890-3-2
46413,여름에 안기어,75,6533918-3-0
46414,마츠다 세이코,175,6533918-3-1
46415,11개,658,6533918-3-2
46416,니혼 테레비,14,6546040-3-0
46417,1981년,329,6546040-3-1
46418,야마구치 모모에,343,6546040-3-2
46419,켄온,11,6511890-4-0
46420,미국 로스앤젤레스,115,6511890-4-1
46421,슬로우 모션,244,6511890-4-2
46422,미국,115,6533918-4-0
46423,워너 뮤직 녹음실,126,6533918-4-1
46424,슬로우 모션,244,6533918-4-2
46425,켄온,11,6546040-4-0
46426,워너 뮤직 녹음실,126,6546040-4-1
46427,로스앤젤레스,118,6546040-4-2
46428,서막,33,6511890-5-0
46429,소녀A,89,6511890-5-1
46430,1983년 2월,759,6511890-5-2
46431,프롤로그 ,27,6533918-5-0
46432,소녀A,89,6533918-5-1
46433,베리에이션 ,598,6533918-5-2
46434,소녀A,89,6546040-5-0
46435,1983년,759,6546040-5-1
46436,1983년도,915,6546040-5-2
46437,키타 윙,18,6511890-6-0
46438,아키나 비브라토,176,6511890-6-1
46439,ANNIVERSARY,308,6511890-6-2
46440,아키나 비브라토,176,6533918-6-0
46441,ANNIVERSARY,308,6533918-6-1
46442,사랑 여행,505,6533918-6-2
46443,1984년,0,6546040-6-0
46444,2주년,287,6546040-6-1
46445,ANNIVERSARY,308,6546040-6-2
46446,미 아모레,33,6511890-7-0
46447,20세,219,6511890-7-1
46448,1986년 2월 3일,472,6511890-7-2
46449,미 아모레,33,6533918-7-0
46450,D404ME,332,6533918-7-1
46451,DESIRE -정열-,498,6533918-7-2
46452,미 아모레,33,6546040-7-0
46453,1985년,0,6546040-7-1
46454,미 아모레,146,6546040-7-2
46455,삼바 리듬,48,6511890-8-0
46456,TANGO NOIR,148,6511890-8-1
46457,90위,342,6511890-8-2
46458,삼바 리듬,48,6533918-8-0
46459,90위,342,6533918-8-1
46460,삼바,48,6546040-8-0
46461,1987년,121,6546040-8-1
46462,TANGO NOIR,148,6546040-8-2
46463,4번,444,6511890-9-0
46464,1987년,388,6511890-9-1
46465,가토 도키코,89,6533918-9-0
46466,콘도 마사히코,192,6533918-9-1
46467,가토 도키코,89,6546040-9-0
46468,콘도 마사히코,192,6546040-9-1
46469,4번,444,6546040-9-2
46470,Stock,38,6511890-10-0
46471,TATTOO,67,6511890-10-1
46472,Femme Fatale,595,6511890-10-2
46473,TATTOO,67,6533918-10-0
46474,76만장,157,6533918-10-1
46475,Femme Fatale,595,6533918-10-2
46476,1988년,0,6546040-10-0
46477,TATTOO,67,6546040-10-1
46478,나카모리 아키호,283,6546040-10-2
46479,마츠다 세이코,36,6511890-11-0
46480,LIAR,286,6511890-11-1
46481,6시간,456,6511890-11-2
46482,LIAR,286,6533918-11-0
46483,12월 31일,634,6533918-11-1
46484,뉴욕,19,6546040-11-0
46485,LIAR,286,6546040-11-1
46486,1989년,0,6546040-11-2
46487,Dear Friend,54,6511890-12-0
46488,1년,14,6511890-12-1
46489,1위,215,6511890-12-2
46490,Dear Friend,54,6533918-12-0
46491,하와이,101,6533918-12-1
46492,Dear Friend,54,6546040-12-0
46493,1990년,20,6546040-12-1
46494,10년,27,6511890-13-0
46495,콜렉션,91,6511890-13-1
46496,컨티뉴,162,6511890-13-2
46497,Collection,80,6533918-13-0
46498,NAPC,395,6533918-13-1
46499,천하전설살인사건,234,6533918-13-2
46500,Collection,80,6546040-13-0
46501,1992년,135,6546040-13-1
46502,1993년,0,6511890-14-0
46503,1993년,0,6511890-14-1
46504,MCA레코드,28,6511890-14-2
46505,Everlasting Love·NOT CRAZY TO ME,58,6533918-14-0
46506,UNBALANCE+BALANCE,126,6533918-14-1
46507,1993년,0,6546040-14-0
46508,대마초,171,6546040-14-1
46509,16번째,7,6511890-15-0
46510,58세,270,6511890-15-1
46511,나카모리 치에코,254,6511890-15-2
46512,la alteración,19,6533918-15-0
46513,true album akina 95 best,138,6533918-15-1
46514,나카모리 치에코,254,6533918-15-2
46515,1995년,0,6546040-15-0
46516,나카모리 치에코,254,6546040-15-1
46517,58세,270,6546040-15-2
46518,SHAKER,142,6511890-16-0
46519,Feliciad,190,6511890-16-1
46520,가우스 엔터테인먼트,582,6511890-16-2
46521,1996년,47,6533918-16-0
46522,SHAKER,142,6533918-16-1
46523,차가운 달,231,6533918-16-2
46524,1996년,47,6546040-16-0
46525,3월,125,6546040-16-1
46526,SHAKER,142,6546040-16-2
46527,라쿠코보,33,6511890-17-0
46528,FAITH,65,6511890-17-1
46529,FAITHWAY,82,6511890-17-2
46530,라쿠코보,33,6533918-17-0
46531,It's brand new day,410,6533918-17-1
46532,라쿠코보,33,6546040-17-0
46533,FAITHWAY,82,6546040-17-1
46534,2001년,343,6546040-17-2
46535,20주년,11,6511890-18-0
46536,Resonancia,166,6511890-18-1
46537,상마인드 엔터테인먼트,299,6511890-18-2
46538,20주년,11,6533918-18-0
46539,The Heat ~musica fiesta~,127,6533918-18-1
46540,Resonancia,166,6533918-18-2
46541,2002년,0,6546040-18-0
46542,Resonancia,166,6546040-18-1
46543,이상민,287,6546040-18-2
46544,I hope so,91,6511890-19-0
46545,가희 레코즈,280,6511890-19-1
46546,올인,468,6511890-19-2
46547,1500만장,218,6533918-19-0
46548,I hope so,91,6533918-19-1
46549,가희 레코즈,280,6533918-19-2
46550,라이브 콘서트 투어,34,6546040-19-0
46551,2004년,235,6546040-19-1
46552,처음 그 날처럼,478,6546040-19-2
46553,25주년,89,6511890-20-0
46554,프리마담,121,6511890-20-1
46555,기획상,461,6511890-20-2
46556,니혼 테레비,106,6546040-20-0
46557,2006년,78,6546040-20-1
46558,프리마담,121,6546040-20-2
46559,Crazy Love,96,6511890-21-0
46560,디지털 다운로드,109,6511890-21-1
46561,Crazy Love,96,6533918-21-0
46562,2010년 10월 28일,311,6533918-21-1
46563,7월 13일,73,6546040-21-0
46564,2010년,67,6546040-21-1
46565,디너쇼,413,6546040-21-2
46566,2010년,143,6511890-22-0
46567,백혈병,111,6511890-22-1
46568,나카모리 아키호,72,6533918-22-0
46569,백혈병,111,6533918-22-1
46570,나카모리 아키호,72,6546040-22-0
46571,백혈병,111,6546040-22-1
46572,후지 테레비,154,6546040-22-2
46573,SWEET RAIN,215,6511890-23-0
46574,2위,711,6511890-23-1
46575,워너 뮤직 재팬,21,6546040-23-0
46576,2014년,684,6546040-23-1
46577,Rojo -Tierra-,96,6533918-24-0
46578,가희4 -My Eggs Benedict-,155,6533918-24-1
46579,1월,32,6546040-24-0
46580,아프리카풍,112,6546040-24-1
46581,4년 2개월,60,6511890-25-0
46582,7년,660,6511890-25-1
46583,NHK 홍백가합전,20,6546040-25-0
46584,NHK 홀,118,6546040-25-1
46585,2015년,620,6546040-25-2
46586,아키나 비브라토,232,6546040-26-0
46587,엔딩,214,6546040-26-1
46588,마카이노 모토히로,8,6511890-27-0
46589,이마모토 도요시,573,6511890-27-1
46590,이마모토 도요시,573,6533918-27-0
46591,마카이노 모토히로,8,6533918-27-1
46592,1989년,189,6546040-27-0
46593,뮤직 매거진,497,6546040-27-1
46594,음악평론가,384,6546040-27-2
46595,11개,109,6511890-28-0
46596,우리노 마사오,242,6511890-28-1
46597,BLONDE,714,6511890-28-2
46598,우리노 마사오,242,6533918-28-0
46599,BLONDE,714,6533918-28-1
46600,후지무라 카즈미,838,6533918-28-2
46601,우리노 마사오,242,6546040-28-0
46602,후지무라 카즈미,838,6546040-28-1
46603,불가사의,99,6511890-29-0
46604,프로듀서,87,6511890-29-1
46605,불가사의,99,6533918-29-0
46606,파워하우스 창법,299,6533918-29-1
46607,불가사의,99,6546040-29-0
46608,CD 저널,217,6546040-29-1
46609,5번째,20,6511890-30-0
46610,1991년,107,6511890-30-1
46611,Days,339,6511890-30-2
46612,Tokyo Rose,199,6533918-30-0
46613,Miran:Miran,288,6533918-30-1
46614,Days,339,6533918-30-2
46615,1984년,10,6546040-30-0
46616,26번째,117,6546040-30-1
46617,스타 탄생,449,6511890-31-0
46618,나카모리 아키나,0,6511890-31-1
46619,슬로우 모션,56,6533918-31-0
46620,스타 탄생!,449,6533918-31-1
46621,슬로우 모션,56,6546040-31-0
46622,도나 서머,797,6546040-31-1
46623,야마구치,520,6546040-31-2
46624,마츠다 세이코,34,6511890-32-0
46625,부릿코,78,6511890-32-1
46626,안티 부릿코,120,6533918-32-0
46627,"장식은 아니야, 눈물은",164,6533918-32-1
46628,마츠다 세이코,34,6546040-32-0
46629,이노우에 요스이,149,6546040-32-1
46630,나카야마 미호,230,6511890-33-0
46631,다카하시 미나미,325,6511890-33-1
46632,다카하시 미나미,325,6533918-33-0
46633,1위,457,6533918-33-1
46634,나카야마 미호,230,6546040-33-0
46635,츳바리,28,6546040-33-1
46636,스카이퍼펙,380,6546040-33-2
46637,세컨드 러브,671,6511890-34-0
46638,6주,713,6511890-34-1
46639,하마사키 아유미,513,6511890-34-2
46640,대상,72,6533918-34-0
46641,하마사키 아유미,513,6533918-34-1
46642,1985년,44,6546040-34-0
46643,1982년,349,6546040-34-1
46644,FNS 가요제,145,6546040-34-2
46645,미니스커트,307,6511890-35-0
46646,바람이 불어오면,404,6511890-35-1
46647,이지연,239,6533918-35-0
46648,민해경,267,6533918-35-1
46649,아유카와 마도카,489,6533918-35-2
46650,유현상,169,6546040-35-0
46651,민해경,267,6546040-35-1
46652,새콤달콤 오렌지 로드,470,6546040-35-2
46653,민주화추진위원회,18,6550110-0-0
46654,도시빈민운동,176,6550110-0-1
46655,신민주연합당,327,6550110-0-2
46656,영어교육전문학위,279,6550151-0-0
46657,낙선,342,6550151-0-1
46658,시위,122,6593714-0-0
46659,말,189,6593714-0-1
46660,2004년,390,6593714-0-2
46661,BBK진상조사단장,60,6550110-1-0
46662,정봉주와 미래권력들,370,6550110-1-1
46663,정봉주,105,6550151-1-0
46664,정봉주의 PSI,209,6550151-1-1
46665,나는 꼼수다,249,6550151-1-2
46666,BBK진상조사단장,60,6593714-1-0
46667,정봉주의 PSI,209,6593714-1-1
46668,정봉주와 미래권력들,370,6593714-1-2
46669,10년,123,6550110-2-0
46670,민주통합당,227,6550110-2-1
46671,천정배,306,6550151-2-0
46672,징역 1년,46,6550151-2-1
46673,10년,123,6550151-2-2
46674,1년,49,6593714-2-0
46675,10년,123,6593714-2-1
46676,천정배,306,6593714-2-2
46677,사법시험,0,6602021-0-0
46678,35학점,85,6602021-0-1
46679,150만원,530,6512325-0-0
46680,35학점,85,6512325-0-1
46681,사법시험의 합격자 숫자,184,6486228-0-0
46682,35학점 ,85,6486228-0-1
46683,일본,18,6602021-1-0
46684,2004년,342,6602021-1-1
46685,일본,18,6512325-1-0
46686,2011년,367,6512325-1-1
46687,일본,18,6486228-1-0
46688,로스쿨 제도,22,6486228-1-1
46689,2003년,255,6486228-1-2
46690,2007년,108,6602021-2-0
46691,입학정원,169,6602021-2-1
46692,150명,211,6512325-2-0
46693,1만 명,410,6512325-2-1
46694,150명 ,211,6486228-2-0
46695,1만 명 ,410,6486228-2-1
46696,이화학당,101,6602021-3-0
46697,헌법소원심판,186,6602021-3-1
46698,이화여대,315,6512325-3-0
46699,100명,242,6512325-3-1
46700,이화학당,101,6486228-3-0
46701,100명,242,6486228-3-1
46702,논술,226,6602021-4-0
46703,5월,170,6602021-4-1
46704,서울대,203,6512325-4-0
46705,6일,290,6512325-4-1
46706,법학적성시험,18,6486228-4-0
46707,서울대,203,6486228-4-1
46708,원광대,477,6602021-5-0
46709,66.6%,301,6602021-5-1
46710,256명,458,6512325-5-0
46711,원광대,477,6512325-5-1
46712,66.6%,301,6512325-5-2
46713,원광대,477,6486228-5-0
46714,서울대 로스쿨,289,6486228-5-1
46715,41명,140,6602021-6-0
46716,67명,269,6602021-6-1
46717,67명,269,6512325-6-0
46718,59.1%,331,6512325-6-1
46719,고려대 로스쿨,319,6486228-6-0
46720,서울대 로스쿨,56,6486228-6-1
46721,교육과학기술부,260,6602021-7-0
46722,군법무관 수습,167,6602021-7-1
46723,제주대,585,6512325-7-0
46724,1543명,480,6512325-7-1
46725,국제중재,61,6486228-7-0
46726,"법제처, 참여연대",116,6486228-7-1
46727,창의적 인재,401,6486228-8-0
46728,사회적 합의,222,6486228-8-1
46729,4%,108,6602021-9-0
46730,90%,166,6602021-9-1
46731,4%,108,6512325-9-0
46732,2천만원,313,6512325-9-1
46733,90%,166,6486228-9-0
46734,4%,108,6486228-9-1
46735,12만 달러,193,6602021-10-0
46736,45%,221,6602021-10-1
46737,10만 달러,143,6512325-10-0
46738,12만 달러,193,6512325-10-1
46739,고비용 구조,329,6486228-10-0
46740,평생 공익 법률가,58,6486228-10-1
46741,LSAT,90,6602021-11-0
46742,당해년도,205,6602021-11-1
46743,2017년,113,6512325-11-0
46744,5년,147,6512325-11-1
46745,3번,100,6512325-11-2
46746,LSAT,90,6486228-11-0
46747,JD 학위,280,6486228-11-1
46748,한번,188,6486228-11-2
46749,물의 작용,177,6518784-0-0
46750,충동수차,269,6518784-0-1
46751,터빈,74,6518792-0-0
46752,중력수차,237,6518792-0-1
46753,운동량 보존 법칙,358,6518792-0-2
46754,충동수차,269,6454744-0-0
46755,운동량 보존 법칙,358,6454744-0-1
46756,터빈,74,6454744-0-2
46757,포드,226,6518784-1-0
46758,1848년경,301,6518784-1-1
46759,만곡(灣曲)된 물받이,77,6518792-1-0
46760,포드,226,6518792-1-1
46761,프랜시스수차,352,6518792-1-2
46762,푸르네이론,26,6454744-1-0
46763,방사상,166,6454744-1-1
46764,포드,226,6454744-1-2
46765,수평,4,6518784-2-0
46766,물자름,152,6518784-2-1
46767,수평,4,6518792-2-0
46768,수량,345,6518792-2-1
46769,니들판,271,6454744-2-0
46770,노즐,110,6454744-2-1
46771,2바울형,132,6454744-2-2
46772,반동수차,16,6518784-3-0
46773,흡출관,431,6518784-3-1
46774,반동수차,16,6518792-3-0
46775,기울기,513,6518792-3-1
46776,카플란수차,450,6454744-3-0
46777,둥근 바퀴,211,6454744-3-1
46778,내와류,292,6454744-3-2
46779,1488년,7,6551307-0-0
46780,낙천,123,6551307-0-1
46781,38년,234,6551307-0-2
46782,낙천(樂天),123,5876924-0-0
46783,중종공희휘문소무흠인성효대왕,140,5876924-0-1
46784,차남,393,5876924-0-2
46785,두 번째,9,6551307-1-0
46786,공훈삭제,296,6551307-1-1
46787,외척,459,6551307-1-2
46788,두 번째,9,5876924-1-0
46789,중종,133,5876924-1-1
46790,사사,24,6551307-2-0
46791,절도안치,128,6551307-2-1
46792,윤은보,269,6551307-2-2
46793,위클리,73,5920606-0-0
46794,41.6%,263,5920606-0-1
46795,페이스북,19,6567139-0-0
46796,미국,256,6567139-0-1
46797,엔터테인먼트 위클리,66,6567141-0-0
46798,마크 저커버그,376,6567141-0-1
46799,절반 가량,661,6567141-0-2
46800,하버드 대학교,5,5920606-1-0
46801,2005년 9월,133,5920606-1-1
46802,10억 달러,431,5920606-1-2
46803,고등학교,144,6567139-1-0
46804,하버드 대학교,5,6567139-1-1
46805,2006년 9월,252,6567139-1-2
46806,하버드 대학교,5,6567141-1-0
46807,2006년 9월,252,6567141-1-1
46808,야후,425,6567141-1-2
46809,2011년 4월,0,5920606-2-0
46810,페이스북,205,5920606-2-1
46811,상품 홍보,88,6567139-2-0
46812,판촉,245,6567139-2-1
46813,2011년 4월,0,6567141-2-0
46814,뉴스와 매스컴,291,6567141-2-1
46815,페이스북,0,5920606-3-0
46816,존 왓슨,259,5920606-3-1
46817,휴대 기기,44,6567139-3-0
46818,그룹과 다른 페이지,192,6567139-3-1
46819,페이스북 프로필,307,6567139-3-2
46820,48년,396,6567141-3-0
46821,존 왓슨,259,6567141-3-1
46822,히타치 제작소,162,6359840-0-0
